Common name,Species,Full taxonomy,Description
dromedary camel,camelus dromedarius,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Camelidae_Camelus_Camelus dromedarius,"Dromedary camels are large hoofed animal with cream to brown colored fur which is short and thick and protects them from the sun in the daytime and keeps them warm during cold nights. Their long legs with two toes on each of their feet foot can spread wide to stop them sinking into the sand. They have large eyes and good sight, and their large slit-like nostrils give them a good sense of smell and can be closed during dust storms. They have two layers of long eyelashes."
belted kingfisher,megaceryle alcyon,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Coraciiformes_Alcedini_Alcedinidae_Cerylinae_Megaceryle_Megaceryle alcyon,"The Belted kingfisher is often apparent from its wild rattling call while it flies over lakes or rivers. It can be seen perched high on a snag, or hovering while it beats its wings rapidly, before plunging headfirst into water to grasp a fish. It is found throughout almost all of North America in one season or another, and is the only member of the kingfisher family to be found in most areas to the north of Mexico."
linnaeus's two-toed sloth,choloepus didactylus,Animalia_Chordata_Vertebrata_Mammalia_Pilosa_Megalonychidae_Choloepus_Choloepus didactylus,"Linnaeus’s two-toed sloth, or otherwise known as Unau, is thought to be the slowest mammal in the world. The coloration of this animal's fur varies from gray-brown to beige with characteristic greenish cast as a result of algae, growing in the fur. The outer layer of its fur is long and bristly, while the under layer is made up of shorter, finer hairs. Unlike in other mammals, Unau's coat grows from its stomach to the back. On its hind legs, Linnaeus’s sloth exhibits 3 toes, whereas forelegs of the animal have only 2 webbed toes. Unau is a very light-weight animal as compared to other mammals of its size. This helps the animal collect leaves from long, thin branches."
crested gecko,correlophus ciliatus,Animalia_Chordata_Vertebrata_Reptilia_Squamata_Diplodactylidae_Correlophus_Correlophus ciliatus,"The Crested gecko is a species of gecko native to southern New Caledonia. This species was thought extinct until it was rediscovered in 1994 during an expedition led by Robert Seipp. Crested geckos are among the largest gecko species. Among the most distinctive features of these geckos are the hair-like projections found above the eyes, which greatly resemble eyelashes. Crested geckos also have two rows of spines that run from the sides of their wedge-shaped head to the base of their tail. The toes and the tip of the semi-prehensile tail are covered in small hairs called setae. The toes have small claws which aid in climbing surfaces to which their toes cannot cling. Crested geckos have many naturally-occurring color groups, including grey, brown, red, orange, and yellow of various shades. They have three color morphs in the wild, which include pattern-less, white-fringed, and tiger. Crested geckos are popular in the pet trade."
red-shouldered hawk,buteo lineatus,Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Buteo_Buteo lineatus,"Red-shouldered hawks are medium-sized birds of prey found in North America. Adults have brownish heads, reddish chests, and pale bellies with reddish bars. Their tails are marked with narrow white bars. Red ""shoulders"" are visible when the birds are perched. These hawks' upperparts are dark with pale spots and they have long yellow legs. Western birds may appear more red, while Florida birds are generally paler. The wings of adults are more heavily barred on the upper side. Juvenile Red-shouldered hawks are most likely to be confused with juvenile Broad-winged hawks but can be distinguished by their long tails, crescent-like wing markings, and a more flapping flight style."
great cormorant,phalacrocorax carbo,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Suliformes_Phalacrocoracidae_Phalacrocorax_Phalacrocorax carbo,"The Great cormorant is widespread throughout the world, a beautiful bird with an almost primitive appearance, its long neck giving it an almost reptilian look. It is often seen in a pose holding its wings out to dry. This bird is a supreme fisher, and this ability may be used in the Far East to man’s advantage, or considered as competition in several other countries where these cormorants are persecuted."
grey wagtail,motacilla cinerea,Animalia_Chordata_Aves_Passeriformes_Motacillidae_Motacilla_Motacilla cinerea,"Grey wagtails are slender ground-feeding insectivorous birds of open country. They are always associated with running water when breeding, although they may use man-made structures near streams for the nest. Outside the breeding season, these birds may also be seen around lakes, coasts, and other watery habitats. Like other wagtails, they frequently wag their tail and fly low with undulations and they have a sharp call that is often given in flight."
margay,leopardus wiedii,Animalia_Chordata_Vertebrata_Mammalia_Carnivora_Feliformia_Felidae_Felinae_Leopardus_Leopardus wiedii,"The margay is a small cat, somewhat bigger than a large domestic cat, its coat varying in color from grayish brown to tawny yellow and marked with rows of open rosettes and dark spots. Its head, neck and throat have black lines, and behind the ears they are black with a white spot in the center. The cat’s fur is relatively soft and thick, and, unusually, grows “in reverse” on the back of its neck, instead, slanting forwards. This animal has much individual variation in its beautiful coat pattern. Males and females are similar in size and appearance."
african spoonbill,platalea alba,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Pelecaniformes_Threskiornithidae_Platalea_Platalea alba,"The African spoonbill is a long-legged wading bird that is almost unmistakable through most of its range. During the breeding season, the bird is all white except for its red legs and face and long grey spatulate bill. Immature birds lack the red face and have a yellow bill. Unlike herons, spoonbills fly with their necks outstretched."
yellow-breasted chat,icteria virens,Animalia_Chordata_Aves_Passeriformes_Icteridae_Icteria_Icteria virens,"Yellow-breasted chats are large songbird, and are the New World warbler family's most atypical member. In the spring the male delivers a fluid cascade of whistles, chuckles, cackles and gurgles. For the remainder of the year the birds are rarely seen or heard, both males and females skulking silently within the shadows of thickets, gleaning berries and insects and berries. This species is North America's largest warbler, and perhaps the strangest, being like a cross between a mockingbird and a warbler."
american beaver,castor canadensis,Animalia_Chordata_Vertebrata_Mammalia_Rodentia_Castoridae_Castor_Castor canadensis,"American beaver is aquatic animal. Its coat is repellent with shiny, rich, blackish-brown to russet color. The under layer of hair is tighter and more protective, than outer layer. Ears usually have umber color, being round and short. Skull and teeth of American beaver are quite large for its size. When a beaver walks, front part of its body is closer to the ground than rear, due to its front legs being shorter than hind legs."
