Common name,Species,Full taxonomy,Description
roseate spoonbill,platalea ajaja,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Pelecaniformes_Threskiornithidae_Platalea_Platalea ajaja,"Roseate spoonbills are large long-legged wading birds found in the Americas. Adults have a bare greenish head and a white neck, back and breast (with a tuft of pink feathers in the center when breeding), and are otherwise a deep pink. The colors can range from pale pink to bright magenta, depending on age, whether breeding or not, and location. Unlike herons, spoonbills fly with their necks outstretched, and they alternate groups of stiff, shallow wingbeats with glides."
brush rabbit,sylvilagus bachmani,Animalia_Chordata_Vertebrata_Mammalia_Lagomorpha_Leporidae_Sylvilagus_Sylvilagus bachmani,"The Brush rabbit, also known as the western brush rabbit, is a cottontail rabbit that inhabits the western coastal areas of North America. It is smaller than a number of the other cottontails, unlike most of them, having a grey underside to its tail instead of white (which possibly is why it does not have “cottontail” in its common name). Its fur on the upper side varies from gray to light brown, and its underside is usually white."
long-tailed duck,clangula hyemalis,Animalia_Chordata_Aves_Anseriformes_Anatidae_Clangula_Clangula hyemalis,"The Long-tailed duck is a medium-sized sea duck, the only living member of its genus. Adults have white underparts, though the rest of the plumage goes through a complex molting process. The male has a long pointed tail and a dark grey bill crossed by a pink band. In winter, the male has a dark cheek patch on a mainly white head and neck, a dark breast, and mostly white body. In summer, the male is dark on the head, neck, and back with a white cheek patch. The female has a brown back and a relatively short pointed tail. In winter, the female's head and neck are white with a dark crown. In summer, the head is dark. Juveniles resemble adult females in autumn plumage, though with a lighter, less distinct cheek patch."
pink-footed goose,anser brachyrhynchus,Animalia_Chordata_Aves_Anseriformes_Anatidae_Anser_Anser brachyrhynchus,"The Pink-footed goose is the most common type of goose in Svalbard. It has a short bill, that is bright pink in the middle with a black base and tip, and pink feet. The body is mid-grey-brown, the head and neck a richer, darker brown, the rump and vent white, and the tail grey with a broad white tip. The upper wing-coverts are pale bluish-grey, and the flight feathers are blackish-grey in color."
killdeer,charadrius vociferus,Animalia_Chordata_Aves_Charadriiformes_Charadriidae_Charadrius_Charadrius vociferus,"The killdeer is a large plover found in the Americas. It has a short, thick, and dark bill, flesh-colored legs, and a red eye ring. Its upperparts are mostly brown with rufous fringes; the head has patches of white and black, and there are two black breast bands. It has a white forehead and a white stripe behind the eye, and its lores and the upper borders to the white forehead are black. The killdeer also has a white collar with a black upper border. The rest of the face is brown. The breast and belly are white, with the exception of two black breast bands. The rump is red, and the tail is mostly brown. In flight, a white wing stripe at the base of the flight feathers is visible. The female's mask and breast bands tend to be browner than those of the male. The juvenile is similar to the adult. The upper parts of the chicks are colored dusky and buff. Their underparts, forehead, neck, and chin are white, and they have a single band across their breast."
short-beaked common dolphin,delphinus delphis,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Cetacea_Delphinidae_Delphinus_Delphinus delphis,"Short-beaked common dolphins are medium-sized dolphins. Males are generally longer and heavier. Mature males also have prominent postanal humps. Short-beaked common dolphins have an unusual color pattern on the body. The back is dark and the belly is white, while on each side is an hourglass pattern colored light grey, yellow or gold in front and dirty grey in back. They have a long, thin rostrum with 50–60 small, sharp, interlocking teeth on each side of each jaw. Juvenile dolphins have a more muted appearance and become more distinguishable when they mature."
european rabbit,oryctolagus cuniculus,Animalia_Chordata_Vertebrata_Mammalia_Lagomorpha_Leporidae_Oryctolagus_Oryctolagus cuniculus,"The European rabbit is a small mammal native to southwestern Europe and to northwest Africa. It is known as an invasive species because it has been introduced to countries on all continents with the exception of Antarctica, and has caused many problems within the environment and ecosystems. European rabbits are generally greyish-brown in color. The patch on their chest is brown, while the rest of the underparts are white or grey. A white star shape is often present on kits' foreheads but rarely occurs in adults. The whiskers are long and black, and the feet are fully furred and buff-colored. The tail has a white underside, which becomes prominent when escaping danger. This may act as a signal for other rabbits to run."
common snipe,gallinago gallinago,Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Gallinago_Gallinago gallinago,"Common snipes are small, well-camouflaged waders native to the Old World. They have short greenish-grey legs and a very long straight dark bill. Their body is mottled brown in color with straw-yellow stripes on top and pale underneath. The birds have a dark stripe through the eye, with light stripes above and below it. The males and the females are similar in appearance, although the females may have a slightly longer bill."
bighorn sheep,ovis canadensis,Animalia_Chordata_Vertebrata_Mammalia_Artiodactyla_Bovidae_Caprinae_Ovis_Ovis canadensis,"Bighorn sheep live in North America and are one of two types of mountain sheep in this country. Their color ranges from light brown to dark brown or grayish, and they have a white rear and a white lining on the backs of their legs. Bighorn sheep take their name from the male's large, curved horns. They are excellent climbers in high, steep, rocky mountain regions. The ""bighorn sheep"" species has 3 living subspecies: Sierra Nevada bighorn sheep, formerly California bighorn sheep, Rocky Mountain bighorn sheep, and Desert bighorn sheep."
virginia rail,rallus limicola,Animalia_Chordata_Aves_Neornithes_Neognathae_Neoaves_Gruiformes_Rallidae_Rallus_Rallus limicola,"Virginia rails are small waterbirds found in the Americas. These birds remain fairly common despite the continuing loss of habitat, but are secretive by nature and more often heard than seen. They are also considered a game species in some provinces and states, though rarely hunted."
harlequin duck,histrionicus histrionicus,Animalia_Chordata_Aves_Anseriformes_Anatidae_Histrionicus_Histrionicus histrionicus,"The Harlequin duck is a small colorful sea duck. In North America, it is also known as 'lords and ladies'. Adult breeding males have a colorful and complex plumage pattern. The head and neck are dark slate blue with a large white crescent marking in front of the eye; there is also a small round dot behind the eye and a larger oval spot down the side of the neck. A black crown stripe runs over the top of the head, with chestnut patches on either side. A black-bordered white collar separates the head from the breast. The body is largely a lighter slate blue with chestnut sides. A black-bordered white bar divides the breast vertically from the sides. The tail is black, long and pointed. The speculum (a patch on the secondary wing feathers) is metallic blue. The inner secondary feathers are white and form white markings over the back when folded. The bill is blue-grey and the eye is reddish. Adult females are less colorful, with brownish-grey plumage with three white patches on the head: around spot behind the eye, a larger patch from the eye to the bill and a small spot above the eye."
